date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:49:17	5601/5601	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f394ec69d173b01de1f1aade5af1e2d1%22	https://picocss.com/build/routes/docs-FN2HCDTA.js	C:/Web%20Archive/PicoCSS/PicoCSS/picocss.com/build/routes/docs-FN2HCDTA.js	(from https://picocss.com/docs)
15:49:17	3949/3949	---MCZ	200	added ('OK')	application/javascript	etag:W/%222355e495f3a76ab14fb99b22891f06f9%22	https://picocss.com/build/_shared/chunk-RI7YJF2N.js	C:/Web%20Archive/PicoCSS/PicoCSS/picocss.com/build/_shared/chunk-RI7YJF2N.js	(from https://picocss.com/docs)
15:49:17	552/552	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d775c4ca050b7f3cf8008d54778ff1c6%22	https://picocss.com/build/_shared/chunk-YSWQKXFT.js	C:/Web%20Archive/PicoCSS/PicoCSS/picocss.com/build/_shared/chunk-YSWQKXFT.js	(from https://picocss.com/docs)
15:49:17	552/552	---MCZ	200	added ('OK')	application/javascript	etag:W/%223354559fb94c423756e47df81ad3d9d8%22	https://picocss.com/build/_shared/chunk-LVW6VCGV.js	C:/Web%20Archive/PicoCSS/PicoCSS/picocss.com/build/_shared/chunk-LVW6VCGV.js	(from https://picocss.com/docs)
15:49:18	68988/68988	---MCZ	200	added ('OK')	application/javascript	etag:W/%226ac62c0d264f85f0fa555a235e38cf1f%22	https://picocss.com/build/_shared/chunk-2LGDFLPT.js	C:/Web%20Archive/PicoCSS/PicoCSS/picocss.com/build/_shared/chunk-2LGDFLPT.js	(from https://picocss.com/docs)
15:49:18	4048/4048	---MCZ	200	added ('OK')	application/javascript	etag:W/%2206519f2ee0c0af26a02be42968469412%22	https://picocss.com/build/routes/docs._index-KJCNBVWO.js	C:/Web%20Archive/PicoCSS/PicoCSS/picocss.com/build/routes/docs._index-KJCNBVWO.js	(from https://picocss.com/docs)
15:49:19	6624/6624	---M--	200	added ('OK')	font/woff2	etag:%22a792e25a898576a51ed5abd1ae9a4e4b%22	https://picocss.com/build/_assets/fira-code-cyrillic-400-normal-ZCA4MY3B.woff2	C:/Web%20Archive/PicoCSS/PicoCSS/picocss.com/build/_assets/fira-code-cyrillic-400-normal-ZCA4MY3B.woff2	(from https://picocss.com/build/_assets/main-WHY6HG36.css)
15:49:19	8424/8424	---M--	200	added ('OK')	font/woff	etag:%2291c19ecc46da2d7c8d3e8adfe2e44ae8%22	https://picocss.com/build/_assets/fira-code-cyrillic-400-normal-G3MO3WJY.woff	C:/Web%20Archive/PicoCSS/PicoCSS/picocss.com/build/_assets/fira-code-cyrillic-400-normal-G3MO3WJY.woff	(from https://picocss.com/build/_assets/main-WHY6HG36.css)
15:49:19	11904/11904	---M--	200	added ('OK')	font/woff2	etag:%223cf955e408dc8ccde73ad17a348a58bb%22	https://picocss.com/build/_assets/fira-code-cyrillic-ext-400-normal-4WUO6KVX.woff2	C:/Web%20Archive/PicoCSS/PicoCSS/picocss.com/build/_assets/fira-code-cyrillic-ext-400-normal-4WUO6KVX.woff2	(from https://picocss.com/build/_assets/main-WHY6HG36.css)
15:49:20	15240/15240	---M--	200	added ('OK')	font/woff	etag:%22241da7d43bc9ff74930984be3b38e9d7%22	https://picocss.com/build/_assets/fira-code-cyrillic-ext-400-normal-YIMDOAAE.woff	C:/Web%20Archive/PicoCSS/PicoCSS/picocss.com/build/_assets/fira-code-cyrillic-ext-400-normal-YIMDOAAE.woff	(from https://picocss.com/build/_assets/main-WHY6HG36.css)
